date,rain,tmax,tmin,vpd,rh,kdownDirect
11/7/1988,0,16.7,-2.8,208.61,70.6,15442.8
11/8/1988,0.0013,12.2,-0.6,50.88,93.2,3987.3
11/9/1988,0,20.6,3.3,92.64,90.2,10727.6
11/10/1988,0.0086,18.3,10,103.6,90,2393.2
11/11/1988,0,15.6,1.1,128.62,80.8,13995.2
11/12/1988,0,12.2,-0.6,252.35,67.3,10635.5
11/13/1988,0.0041,17.8,5.6,115.21,86.5,11463.9
11/14/1988,0,21.1,-2.2,116.66,85.5,14049.6
11/15/1988,0,20,-1.1,162.56,84.9,10756.8
11/16/1988,0.0185,17.8,12.2,199.27,84.1,4547.9
11/17/1988,0,13.3,4.4,208.99,73.4,14246.2
11/18/1988,0,16.1,-5,156.05,75.8,13530.8
11/19/1988,0.0036,15.6,2.8,154.87,82.9,1669.4
11/20/1988,0.0348,21.7,12.2,227.05,77.8,9267.4
11/21/1988,0,17.2,0.6,154.27,78,13401.1
11/22/1988,0,13.3,-0.6,176.98,75,11229.6
11/23/1988,0.0018,13.9,5,49.45,94.5,3121.2
11/24/1988,0,18.3,-1.1,88.63,89.3,11639.6
11/25/1988,0,16.7,-1.1,94.14,89.3,9815.5
11/26/1988,0.0023,16.7,2.2,191.49,86,3681.9
11/27/1988,0.0325,13.9,10,89.8,92.8,2732.1
11/28/1988,0.0005,5.6,1.1,235.85,68.3,10305
11/29/1988,0,12.2,-6.7,133.54,76.1,12229.6
11/30/1988,0,7.2,-3.3,52.41,91.5,3359.7
12/1/1988,0,7.2,-6.7,142.08,74.7,8434.8
12/2/1988,0,10.6,-6.1,178.13,69.2,12074.8
12/3/1988,0,15,-6.1,131.78,78,12016.2
12/4/1988,0,12.8,-1.7,271.13,64.8,11873.9
12/5/1988,0,11.7,-7.2,134.01,75.7,11698.2
12/6/1988,0,15.6,-6.7,139.18,75.5,11815.4
12/7/1988,0,16.7,-3.9,181.99,73,10953.5
12/8/1988,0,16.7,-2.8,145.05,83.3,9104.2
12/9/1988,0.0023,8.9,4.4,157.3,79.8,9158.6
12/10/1988,0,9.4,-7.8,154.67,71.6,9895
12/11/1988,0,6.7,-2.8,174.26,71.3,6388.9
12/12/1988,0,2.8,-6.7,173.09,63.6,7644
12/13/1988,0,6.1,-8.9,170.71,68.9,5522.8
12/14/1988,0,16.7,-6.1,175.22,71.6,11045.5
12/15/1988,0,12.8,0,263.79,70.5,7238.2
12/16/1988,0,8.3,-1.1,251.18,59.8,10999.5
12/17/1988,0,-0.6,-8.3,214.27,53.2,11012.1
12/18/1988,0,3.9,-11.7,183.03,55.8,11204.5
12/19/1988,0,14.4,-8.9,135.39,74.4,11384.4
12/20/1988,0,13.9,-3.9,176.09,74.6,7857.4
12/21/1988,0.0023,11.7,1.1,76.88,92.5,1644.3
12/22/1988,0,13.3,2.2,111.17,89.1,4819.9
12/23/1988,0.0142,13.3,8.9,74.05,93.4,3179.8
12/24/1988,0.013,16.1,10,88.69,92.4,2933
12/25/1988,0,13.3,-0.6,159.24,75.7,11238
12/26/1988,0,14.4,-6.1,161.61,73.5,10961.9
12/27/1988,0.0003,13.9,-2.2,245,72.8,10669
12/28/1988,0.0107,15,5.6,209.28,80.5,4200.7
12/29/1988,0,10.6,-7.2,81.35,84.8,11016.2
12/30/1988,0.0315,5,-3.3,23.75,96.1,1736.4
12/31/1988,0.0173,15.6,2.2,39.73,95.8,2405.8
1/1/1989,0.0066,17.2,8.3,267.7,75.3,11610.4
1/2/1989,0,14.4,0,151.04,81.6,10007.9
1/3/1989,0.0041,13.9,5,272.13,72.8,4451.7
1/4/1989,0,9.4,-2.8,343.97,45.2,11920
1/5/1989,0,11.1,-7.8,235.78,60.3,8091.7
1/6/1989,0.018,13.3,1.7,85.53,90.9,2874.4
1/7/1989,0.0005,15.6,1.7,62.37,94,5652.5
1/8/1989,0.0064,15,12.8,226.76,81.6,4029.1
1/9/1989,0.0147,3.9,1.1,66.89,90.5,1514.6
1/10/1989,0.0051,7.8,2.2,36.04,95.3,2991.5
1/11/1989,0.0234,10,2.2,29.56,96.2,1004.2
1/12/1989,0.0109,13.9,2.2,54.48,94.6,4363.8
1/13/1989,0.0061,10,6.7,125.49,85.4,6388.9
1/14/1989,0.0094,12.8,0,156.09,78.5,1803.3
1/15/1989,0.0084,18.9,5,228.07,75.9,13032.9
1/16/1989,0,10,-0.6,183.2,70,12246.3
1/17/1989,0,11.1,-8.3,101.92,79.8,13104
1/18/1989,0,14.4,-7.8,149.13,73.5,13371.8
1/19/1989,0,13.9,-7.2,152.42,77.3,9087.5
1/20/1989,0,10.6,-1.1,275.15,60.8,11781.9
1/21/1989,0,8.9,-5.6,272.87,51.5,12940.8
1/22/1989,0,13.3,-8.3,180.34,64.9,13137.5
1/23/1989,0,18.3,-7.8,184.9,69.1,14070.5
1/24/1989,0,18.3,-2.8,230.35,68,11242.2
1/25/1989,0,20,-3.9,244.64,65.1,13514
1/26/1989,0.0058,18.9,-0.6,243.01,75.2,11258.9
1/27/1989,0,14.4,2.2,200.66,75.3,14781.8
1/28/1989,0,16.7,-4.4,214.03,67.3,13601.9
1/29/1989,0,20,-2.2,250.57,74.5,10903.3
1/30/1989,0.0018,15.6,7.2,223.56,78.9,7380.4
1/31/1989,0,18.9,-2.8,179.57,77,14823.6
2/1/1989,0,21.1,-1.7,230.2,77.8,14459.6
2/2/1989,0,23.9,11.1,450.03,74.3,11074.8
2/3/1989,0.0023,21.7,10.6,303.52,80.7,7476.7
2/4/1989,0,16.7,6.1,189.18,84.3,11974.4
2/5/1989,0.0305,10,5.6,51.88,94.5,3204.9
2/6/1989,0.0142,14.4,6.7,57.76,94.5,3644.2
2/7/1989,0.0053,13.3,7.2,148.22,84.7,14401
2/8/1989,0,9.4,-3.9,229.65,60.7,16237.8
2/9/1989,0,2.2,-8.9,267.78,35.8,17279.5
2/10/1989,0,7.2,-13.3,198.28,51.7,17421.8
2/11/1989,0,12.8,-9.4,211.07,59.6,17049.4
2/12/1989,0,15,-5,247.82,60.3,17677
2/13/1989,0.0008,16.1,-2.8,482.56,52.5,11953.4
2/14/1989,0,23.3,10.6,842.9,57.1,14585.1
2/15/1989,0,25,12.8,646.01,66.3,15618.5
2/16/1989,0.0198,14.4,7.2,84.64,93.7,2309.6
2/17/1989,0.0211,2.8,2.8,48.12,93.9,1355.6
2/18/1989,0.013,2.2,1.7,40.59,94,3426.7
2/19/1989,0,5.6,-0.6,48.2,93.1,6731.9
2/20/1989,0.0053,11.7,1.1,36.21,95.9,2774
2/21/1989,0.0249,16.7,6.1,230.94,83.2,9882.4
2/22/1989,0.0008,6.7,3.9,242.49,70.9,9141.9
2/23/1989,0.0005,-2.2,-5.6,153.32,65.5,6895.1
2/24/1989,0,1.7,-11.7,212.33,44.2,20358.9
2/25/1989,0,8.9,-12.8,190.93,57.2,20036.7
2/26/1989,0,13.9,-4.4,349.84,62.4,15970
2/27/1989,0.0704,5,0.6,53.85,92.8,1581.6
2/28/1989,0.0231,13.9,2.2,128.59,85.7,13752.5
3/1/1989,0,11.1,-1.7,136.6,81.7,10836.3
3/2/1989,0,10.6,-3.3,158.72,79.3,11426.3
3/3/1989,0.0089,12.2,3.3,87.58,91.9,5949.5
3/4/1989,0.0239,15.6,6.7,121.92,90.9,5585.5
3/5/1989,0.0097,19.4,11.1,172.8,89.8,9313.4
3/6/1989,0.0264,19.4,14.4,540.83,66.3,17208.4
3/7/1989,0,7.2,2.2,219.69,73.9,3564.7
3/8/1989,0,12.8,0.6,277.76,67.8,16334
3/9/1989,0,17.8,-3.9,269.77,64.2,22120.3
3/10/1989,0,21.1,-3.3,325.11,63.2,21639.2
3/11/1989,0,18.3,-0.6,332.48,65.4,19551.4
3/12/1989,0,25.6,0,415.74,61,17626.8
3/13/1989,0,14.4,6.7,452.82,62.8,10200.4
3/14/1989,0,20,3.3,374.49,73.6,17438.5
3/15/1989,0.0097,20,12.8,445.27,75.2,5962.1
3/16/1989,0.0036,21.1,2.8,395.29,66.1,21589
3/17/1989,0,19.4,3.9,224.33,84.2,10589.5
3/18/1989,0.0048,20,10.6,303.38,82.4,7849
3/19/1989,0,20,-0.6,394.49,59.9,23685.1
3/20/1989,0.0127,13.3,3.9,181.57,83.3,4698.6
3/21/1989,0.0175,17.2,7.8,139.99,89.9,9250.6
3/22/1989,0.0066,7.2,5,98.17,89.2,3757.2
3/23/1989,0.03,8.3,1.7,38.48,95.6,1899.5
3/24/1989,0,20,6.1,200.17,84,17718.9
3/25/1989,0,26.7,1.7,317.4,71,23329.5
3/26/1989,0,25.6,0.6,453.57,63,21681
3/27/1989,0,25.6,4.4,557.88,63,22484.3
3/28/1989,0,25.6,8.3,470.76,72.8,20442.6
3/29/1989,0.0056,26.1,12.8,948.52,56.6,20965.6
3/30/1989,0.0079,20.6,12.8,315.93,82,10982.8
3/31/1989,0.0008,16.1,8.3,414.64,68.5,11304.9
4/1/1989,0,13.9,-2.2,429.72,48,26312.6
4/2/1989,0,17.2,-3.3,449.86,51,25500.9
4/3/1989,0.0094,17.8,8.3,332.02,78.5,9589.5
4/4/1989,0.0203,20.6,12.8,284.9,82.6,7464.1
4/5/1989,0.0066,16.7,10,542.09,61.9,21308.6
4/6/1989,0.0015,13.3,0.6,523.23,45.6,24304.3
4/7/1989,0.0231,8.3,0,120.78,83.6,18480.3
4/8/1989,0.0246,11.1,-1.1,70.51,91,4585.6
4/9/1989,0,11.7,-0.6,309.47,63,18852.7
4/10/1989,0,7.2,2.8,294.93,64.8,7003.9
4/11/1989,0,10.6,-2.2,344.81,57.1,20973.9
4/12/1989,0,13.9,-3.3,282.09,65,21476
4/13/1989,0,18.3,-2.2,346.67,59.1,27107.5
4/14/1989,0.0018,20.6,-1.7,455.31,55.7,22572.2
4/15/1989,0.0124,15,8.9,180.88,85.3,6397.2
4/16/1989,0,21.7,0.6,367.44,66.1,26789.6
4/17/1989,0,26.1,1.7,476.31,62.2,26120.1
4/18/1989,0,27.8,3.9,556.25,59.5,26258.2
4/19/1989,0.0015,24.4,7.2,347.05,77.2,14681.3
4/20/1989,0,19.4,8.3,431.22,71.1,24283.4
4/21/1989,0,23.9,4.4,411.35,69.6,18154
4/22/1989,0,25,2.8,520.58,59.6,21417.4
4/23/1989,0,27.2,8.9,641.28,63.6,17359
4/24/1989,0,28.3,10,620.98,67,19856.8
4/25/1989,0,30,10,654.98,65.9,25287.5
4/26/1989,0,30.6,11.1,822.37,60.7,27028
4/27/1989,0,30.6,11.1,700.67,67.5,24266.7
4/28/1989,0.0013,26.7,11.1,476.05,75.8,19647.6
4/29/1989,0.0137,21.7,12.8,219.85,88.5,9150.2
4/30/1989,0.0142,25.6,10,340.97,81.2,18769
5/1/1989,0.0246,17.8,14.4,134.72,92.1,4489.4
5/2/1989,0,18.3,7.8,555.02,60.8,25095.1
5/3/1989,0,18.9,6.1,631.87,47.8,26228.9
5/4/1989,0.0201,15,0,198.63,82.2,8606.3
5/5/1989,0.0401,17.2,10.6,134.8,91.4,4773.9
5/6/1989,0.0025,17.2,6.7,509.26,60.5,25396.3
5/7/1989,0,13.3,-0.6,360.53,57.2,25852.4
5/8/1989,0,21.1,-2.8,385.06,63.8,26735.2
5/9/1989,0.0251,13.9,9.4,99.07,92.6,4363.8
5/10/1989,0.0005,13.9,8.3,346.34,73.1,13422
5/11/1989,0,12.8,8.3,459.52,60.4,14183.5
5/12/1989,0,18.3,1.7,379.65,61.9,26961.1
5/13/1989,0.0008,22.8,-0.6,484.55,56.1,24107.7
5/14/1989,0.0061,19.4,9.4,250.82,83.7,10664.8
5/15/1989,0.0003,21.7,11.7,477.58,71.4,19589.1
5/16/1989,0,21.1,6.1,574.7,58.7,29124.2
5/17/1989,0,26.1,2.2,497.94,65.5,28730.9
5/18/1989,0,25,10,544.75,69.1,19170.7
5/19/1989,0,21.1,11.7,339.43,79.3,8372
5/20/1989,0.0107,25.6,11.7,286.99,84.5,16848.6
5/21/1989,0,28.3,10.6,428.62,78,23053.3
5/22/1989,0.0185,26.7,10,372.36,79.9,21455.1
5/23/1989,0.015,23.9,13.3,557.43,70.5,29772.7
5/24/1989,0,27.8,6.1,481.21,71.1,28676.5
5/25/1989,0,30,8.9,553.36,72.1,23421.5
5/26/1989,0,30,16.1,608.88,75.6,18831.8
5/27/1989,0.0056,26.1,15.6,486.05,77.5,21618.3
5/28/1989,0,25,6.1,570.05,66.6,28873.1
5/29/1989,0,25,9.4,458.35,76.5,22216.5
5/30/1989,0,27.8,10.6,499.85,76.1,26111.8
5/31/1989,0,30,10.6,470.39,78.3,24940.3
6/1/1989,0,29.4,12.8,480.07,79.8,20112
6/2/1989,0,31.1,14.4,514.39,76.8,20890.3
6/3/1989,0,27.2,12.2,404.59,81.1,16371.6
6/4/1989,0.0091,30,16.1,461.09,79.9,20225
6/5/1989,0.0246,26.1,16.1,209.44,89.5,12037.1
6/6/1989,0.0046,22.8,15,223.45,88,12643.8
6/7/1989,0,27.2,10,424.63,76.7,28253.9
6/8/1989,0.0216,20,11.7,191.57,89.5,11304.9
6/9/1989,0.0152,24.4,16.7,249.44,88.2,12777.7
6/10/1989,0,26.7,10.6,395.29,78.4,24597.2
6/11/1989,0,28.3,9.4,444.19,76.5,25977.9
6/12/1989,0.0097,27.8,12.2,400.38,81,20706.2
6/13/1989,0.0163,26.7,15,355.88,82.7,17400.9
6/14/1989,0.0218,29.4,13.9,342.09,83,22517.8
6/15/1989,0.0439,21.7,16.1,198.03,89.3,6878.4
6/16/1989,0.0292,18.9,16.1,133.61,92.1,6748.7
6/17/1989,0,25,11.1,340.26,79,24764.5
6/18/1989,0,26.1,8.3,359.66,79.2,21547.1
6/19/1989,0.0251,22.8,14.4,149.98,90.9,9828
6/20/1989,0.0853,20,16.1,120.5,92.1,5301
6/21/1989,0.015,24.4,16.1,257.07,86.3,18049.4
6/22/1989,0.0013,26.7,14.4,221.21,87.5,15865.4
6/23/1989,0.003,26.7,11.7,197.76,87.7,18526.3
6/24/1989,0.001,29.4,14.4,276.19,84.8,19794.1
6/25/1989,0.0008,29.4,17.2,294.61,84.5,21852.5
6/26/1989,0,30,15,365.33,81.8,22823.2
6/27/1989,0,30,16.1,407.59,80.5,22379.7
6/28/1989,0.0048,26.1,14.4,171.78,90.1,10878.2
6/29/1989,0,27.8,16.7,331.83,85.2,15555.8
6/30/1989,0,25.6,17.8,548.8,78.3,18128.9
7/1/1989,0,26.1,14.4,427.76,81.8,15597.6
7/2/1989,0.0008,21.7,16.1,364.63,83.6,9376.2
7/3/1989,0.0655,20,17.2,187.83,91.5,3845
7/4/1989,0.0272,25,17.8,330.7,86.8,13166.8
7/5/1989,0.0025,26.7,17.2,386.5,84.9,14104
7/6/1989,0.0658,26.7,18.9,315.47,87.9,12840.4
7/7/1989,0.0018,28.3,17.8,384.38,85.8,16505.5
7/8/1989,0,31.1,16.7,662.23,77,26973.6
7/9/1989,0,31.1,15.6,521.13,81.4,21697.7
7/10/1989,0,30,16.7,470.64,83,19580.7
7/11/1989,0,31.1,16.7,475.34,82.6,18894.5
7/12/1989,0,29.4,16.1,479.91,82.4,20869.3
7/13/1989,0,28.9,15.6,460.48,82.7,18246
7/14/1989,0,28.9,15,614.69,75.9,23388
7/15/1989,0,27.2,12.8,433.04,82.6,15149.9
7/16/1989,0.0008,24.4,17.8,339.9,86.4,9259
7/17/1989,0,26.7,14.4,423.1,82.1,18229.3
7/18/1989,0,26.1,17.2,514.94,80,18384.1
7/19/1989,0.0056,25.6,17.2,336.66,86.6,12049.7
7/20/1989,0.0168,26.1,16.7,285.76,88.3,10715
7/21/1989,0.0251,24.4,17.8,282.89,88.5,11426.3
7/22/1989,0.0246,27.2,18.3,474.94,82.3,19656
7/23/1989,0.0231,27.8,18.3,392.9,84.7,16359.1
7/24/1989,0,29.4,16.1,493.96,81.6,23609.8
7/25/1989,0,30.6,14.4,358.25,85.6,16769.1
7/26/1989,0,31.7,16.7,539.89,80.8,21852.5
7/27/1989,0.0038,31.1,16.7,553,80.5,23170.5
7/28/1989,0,30.6,17.2,659.03,76.6,26115.9
7/29/1989,0.0051,30,16.7,420.58,84.6,15685.5
7/30/1989,0.0038,29.4,16.7,420.25,84.3,17237.7
7/31/1989,0.0114,28.3,16.1,373.85,85.8,17689.6
8/1/1989,0.017,25,17.2,281.5,89,9761.1
8/2/1989,0,29.4,17.2,532.55,79.8,24563.7
8/3/1989,0,30.6,12.8,524.97,78.9,25651.5
8/4/1989,0,31.1,14.4,552.83,78.3,26208
8/5/1989,0,31.7,12.8,604.25,77.5,26873.2
8/6/1989,0,28.9,17.8,566.51,80.2,18392.5
8/7/1989,0,26.7,15,688.21,71,25785.4
8/8/1989,0,22.8,8.9,374.91,79.8,15873.8
8/9/1989,0,25,8.3,485.51,74.2,22333.7
8/10/1989,0,26.7,8.9,509.18,73.9,24438.2
8/11/1989,0.003,27.2,10.6,501.73,75.9,24706
8/12/1989,0,27.2,15.6,465.27,80,18907.1
8/13/1989,0.002,26.1,13.9,420.27,81.3,17614.3
8/14/1989,0.0023,27.8,16.1,410.55,83.1,16714.7
8/15/1989,0.045,26.1,17.2,335.65,86.1,14635.3
8/16/1989,0.0086,25,16.1,266.13,88.3,12154.3
8/17/1989,0.0043,26.1,13.9,299.46,86.8,12430.4
8/18/1989,0,25.6,14.4,331.31,85.7,14991
8/19/1989,0,25.6,14.4,388.26,83.2,14978.4
8/20/1989,0,28.3,12.8,478.05,80.2,23308.5
8/21/1989,0,29.4,15.6,600.41,77.2,23342
8/22/1989,0,28.9,14.4,435.5,83.5,16166.6
8/23/1989,0.0051,29.4,16.7,385.7,85.9,14622.8
8/24/1989,0.0058,28.3,17.2,330.04,87.4,13509.9
8/25/1989,0.0013,30.6,16.1,410.73,84.2,19358.9
8/26/1989,0.0284,28.9,18.3,366.87,85.9,13581
8/27/1989,0,29.4,17.2,452.8,82.6,18538.9
8/28/1989,0,28.9,17.8,533.78,81.1,20404.9
8/29/1989,0,28.9,17.8,441,84.4,14991
8/30/1989,0,29.4,17.8,468.15,82.8,17426
8/31/1989,0,28.9,13.9,536.98,78.7,23400.6
9/1/1989,0,27.8,14.4,374.85,85.1,13074.7
9/2/1989,0,30,16.7,556.88,79.1,22747.9
9/3/1989,0,27.2,15.6,555.39,77.9,19082.8
9/4/1989,0,25.6,13.9,525.56,76.7,23647.4
9/5/1989,0.0048,25.6,11.1,395.22,81.7,12953.4
9/6/1989,0.0023,22.8,17.8,282.58,87.8,7418.1
9/7/1989,0,27.2,16.7,438.13,82.4,16229.4
9/8/1989,0,28.9,15.6,485.17,80.8,20204.1
9/9/1989,0,28.3,14.4,375.58,84.5,15497.2
9/10/1989,0,28.9,13.9,406.93,83.1,16283.8
9/11/1989,0.0005,26.1,15.6,318.99,86.8,10865.6
9/12/1989,0.001,27.2,16.7,324.57,86.8,12585.2
9/13/1989,0.0018,27.2,17.2,368.84,85.6,11514.1
9/14/1989,0.0008,27.2,17.8,430.27,83,15392.6
9/15/1989,0.0236,26.1,15,260.2,88.6,7731.9
9/16/1989,0.0124,25,17.2,484.33,77.7,20714.5
9/17/1989,0,23.3,8.9,347.32,80,20066
9/18/1989,0,24.4,7.8,329.86,80.5,20484.4
9/19/1989,0,23.9,7.8,342.11,80.2,19103.7
9/20/1989,0,23.9,9.4,320.46,83.8,12794.4
9/21/1989,0.0036,23.9,11.7,255.47,89,6690.1
9/22/1989,0.0117,22.2,17.2,281.34,87.3,7351.2
9/23/1989,0,21.1,12.8,265.1,85.8,9413.8
9/24/1989,0,17.8,6.1,388.85,71.7,16660.3
9/25/1989,0.0683,16.1,8.3,142.76,90.8,2104.5
9/26/1989,0.0008,22.8,13.3,287.62,85.8,10116.7
9/27/1989,0,22.2,12.8,503.88,73.5,19346.4
9/28/1989,0.0191,20.6,5,339.54,76.8,12053.9
9/29/1989,0.0645,16.7,11.7,154.68,90.9,2878.6
9/30/1989,0.0612,17.8,14.4,185.4,90.2,1912.1
10/1/1989,0.0478,20,15.6,211.55,89.6,3104.5
10/2/1989,0,25.6,12.8,335.73,83.9,16534.8
10/3/1989,0,26.1,8.9,292.2,83.6,19957.2
10/4/1989,0,21.1,6.1,309.53,78.1,20538.8
10/5/1989,0,23.9,1.1,278.6,80,20266.9
10/6/1989,0,26.7,7.8,334.59,80.5,18647.7
10/7/1989,0,24.4,12.8,387.96,77.8,14978.4
10/8/1989,0,17.8,5,422.92,65.3,20664.3
10/9/1989,0,15.6,-1.7,240.26,73,20597.4
10/10/1989,0,18.9,-1.7,241.37,76.3,19601.6
10/11/1989,0,23.9,0,275.14,77.2,19551.4
10/12/1989,0,25,2.2,267.37,80.8,17727.2
10/13/1989,0,27.8,4.4,344.37,79.5,17187.5
10/14/1989,0,26.1,11.1,429.93,75.2,16380
10/15/1989,0,24.4,5.6,349.14,77.6,17902.9
10/16/1989,0.0099,22.2,11.1,260.54,87.3,6681.7
10/17/1989,0.0602,21.7,16.7,256.24,88.6,5602.3
10/18/1989,0.0137,19.4,13.9,187.07,89.8,4393.1
10/19/1989,0,11.7,6.7,161.2,84.7,5531.2
10/20/1989,0,2.8,0.6,243.1,64.4,7234
10/21/1989,0,16.7,-2.2,358.03,57,18953.1
10/22/1989,0,23.9,0.6,346.46,68.9,18158.2
10/23/1989,0,20.6,2.8,361.69,68,14208.6
10/24/1989,0,22.2,2.2,330.11,70.5,16049.5
10/25/1989,0,22.2,0,303.06,70.9,17212.6
10/26/1989,0,22.8,-1.7,297.63,69.2,17375.8
10/27/1989,0,22.8,-1.1,292.85,70.3,17074.5
10/28/1989,0,24.4,0,301,72,16990.9
10/29/1989,0,23.3,0,301.19,73.3,16103.9
10/30/1989,0,22.8,6.1,416.49,73.7,14911.5
10/31/1989,0.0051,18.9,12.8,233.87,85.5,5434.9
11/1/1989,0,17.8,0.6,174.29,81.8,10911.7
11/2/1989,0,12.8,1.7,104.11,88.6,4606.5
11/3/1989,0,13.3,-2.2,186.03,73.8,15802.6
11/4/1989,0,13.9,-4.4,183.82,74.6,15476.3
11/5/1989,0,19.4,-3.3,308.42,66.7,14555.8
11/6/1989,0.0234,12.8,6.7,142.24,88.3,1999.9
11/7/1989,0.0033,18.9,8.9,150.9,89.3,6372.1
11/8/1989,0.0152,18.3,9.4,177.76,88.3,3468.5
11/9/1989,0.0025,15.6,7.2,346.21,70.9,14840.3
11/10/1989,0,18.3,-2.2,258.31,70.2,14095.6
11/11/1989,0,22.2,-0.6,293.37,71,14099.8
11/12/1989,0,23.3,2.2,340.66,71.2,13827.8
11/13/1989,0,23.3,1.1,307.99,71.9,14150
11/14/1989,0.0043,15.6,1.7,145.04,89.1,2832.5
11/15/1989,0.0859,17.2,7.8,195.56,88.9,4058.4
11/16/1989,0.001,4.4,0.6,279.63,66.5,9012.2
11/17/1989,0,5.6,-6.1,205.91,62.8,13338.3
11/18/1989,0,12.2,-5.6,203.23,68.3,12493.2
11/19/1989,0,14.4,-1.7,182,74.8,10033
11/20/1989,0,19.4,-1.1,460.61,58.2,13003.6
11/21/1989,0,16.7,8.3,697.23,37,12183.6
11/22/1989,0.0465,7.8,-1.7,183.88,76.3,1062.7
11/23/1989,0,5,-1.1,232.86,65.1,13342.5
11/24/1989,0,7.2,-9.4,96.91,79.3,10196.2
11/25/1989,0,11.1,-6.7,100.84,86.5,7305.1
11/26/1989,0,16.1,5.6,146.26,88.9,2966.4
11/27/1989,0,16.1,8.9,181.25,88.3,2895.3
11/28/1989,0.0066,18.3,12.8,437.42,72.3,4878.5
11/29/1989,0,7.2,2.2,328.46,54.6,10752.7
11/30/1989,0,12.8,-7.8,187.93,65.5,12572.7
12/1/1989,0,13.9,-4.4,191.42,69.6,10874
12/2/1989,0,14.4,-3.9,313.43,54.2,9300.8
12/3/1989,0,-1.1,-6.1,330.12,33.1,12459.7
12/4/1989,0,10,-10.6,269.83,44.4,11112.5
12/5/1989,0,16.7,-3.9,355.79,53,11472.3
12/6/1989,0,18.9,-2.2,245.11,74.3,9706.7
12/7/1989,0.0165,14.4,-1.1,171.45,84.5,4999.8
12/8/1989,0.0335,8.3,3.3,76.99,91.9,1686.2
12/9/1989,0.0147,4.4,1.7,51.29,92.9,1468.6
12/10/1989,0,10.6,-0.6,89.75,86.5,10882.4
12/11/1989,0.0005,7.2,-3.9,51.97,91.9,2158.9
12/12/1989,0.0378,7.8,-0.6,71.24,92,1092
12/13/1989,0.0003,4.4,-1.7,143.7,75.1,10790.3
12/14/1989,0,7.2,-7.8,130.94,72.6,9012.2
12/15/1989,0.0038,4.4,-3.9,173.48,73.3,2150.6
12/16/1989,0,0,-12.8,173.1,49.8,11342.6
12/17/1989,0,0,-8.9,170.82,58.8,5209
12/18/1989,0.0003,5.6,-4.4,294.67,47.3,7334.4
12/19/1989,0.0089,1.1,-1.7,57.77,90.3,1719.6
12/20/1989,0,4.4,-7.8,69.13,86.5,10334.3
12/21/1989,0,5,-7.8,129.44,73.4,10296.6
12/22/1989,0,-3.3,-12.2,135.66,57.1,8267.4
12/23/1989,0,-3.9,-14.4,110.28,53.8,11171.1
12/24/1989,0,0.6,-20.6,87.55,67.1,12125
12/25/1989,0,1.1,-7.2,154.94,64,3326.2
12/26/1989,0,5,-5.6,193.14,65.4,8911.7
12/27/1989,0,6.1,-9.4,81.64,83.4,5974.6
12/28/1989,0,12.8,-6.7,136.42,77.4,11543.4
12/29/1989,0.002,12.2,-6.1,157.33,77.5,7899.2
12/30/1989,0.0081,11.7,3.3,77.95,91.8,2539.7
12/31/1989,0.0523,14.4,5.6,146.39,89.1,1665.2
1/1/1990,0,3.9,-0.6,202.69,67.2,8966.1
1/2/1990,0,8.9,-7.2,109.18,80.3,9840.6
1/3/1990,0,13.9,-3.9,149.11,79.7,11384.4
1/4/1990,0.0328,12.2,2.2,111.8,90.5,1987.4
1/5/1990,0.0043,12.8,1.7,110.97,89.3,5209
1/6/1990,0.0084,11.1,6.1,115.66,88.8,3857.6
1/7/1990,0.0097,9.4,4.4,102.12,89.5,1313.8
1/8/1990,0.0038,11.7,6.1,163.77,83.4,8430.6
1/9/1990,0,13.9,-3.3,189.56,74.8,8798.8
1/10/1990,0,12.8,5,500.63,46.3,12242.1
1/11/1990,0,18.9,-3.9,393.31,53.2,12083.1
1/12/1990,0,4.4,0,430.32,33.5,9715.1
1/13/1990,0,6.7,-6.7,320.14,39.4,12484.8
1/14/1990,0,11.1,-5.6,269.29,52.3,11334.2
1/15/1990,0,15,-3.3,334.95,62.3,7062.5
1/16/1990,0,20,3.3,278.31,72.6,9250.6
1/17/1990,0,18.9,2.8,255.44,79.4,7058.3
1/18/1990,0.0053,20.6,6.7,320.28,79.8,6916
1/19/1990,0,13.9,5.6,176.22,85.5,2062.7
1/20/1990,0.046,12.8,10,142.6,89.5,2510.4
1/21/1990,0.003,15,6.7,448.19,62.2,11643.8
1/22/1990,0,15,-3.3,224.27,67.5,13258.8
1/23/1990,0,16.1,-2.8,299.62,61.8,9794.5
1/24/1990,0.0216,9.4,4.4,113.52,89.4,1539.7
1/25/1990,0.0269,12.2,8.3,152.43,86.2,1924.6
1/26/1990,0.0005,6.7,-3.9,230.11,59.7,14614.4
1/27/1990,0,11.7,-6.7,150.39,72.7,14225.3
1/28/1990,0,16.7,-5,188.07,71.3,13120.7
1/29/1990,0.0284,12.8,0,213.62,80.4,1414.2
1/30/1990,0,12.2,-5.6,155.72,74.8,8890.8
1/31/1990,0,17.2,-4.4,177.39,73,14631.1
2/1/1990,0,17.2,-3.9,230.86,71.3,13041.3
2/2/1990,0.003,22.8,3.3,295.55,81.8,7978.7
2/3/1990,0.0236,20.6,8.3,246.26,83.5,5874.2
2/4/1990,0.0218,18.3,12.2,384.92,68.3,13367.6
2/5/1990,0,17.2,-2.2,294.67,62.5,16036.9
